source,offer_id,url,title,company,location,published_date,contract_type,salary,query,description
france-travail-api,198CZMR,https://candidat.francetravail.fr/offres/recherche/detail/198CZMR,Business Developper (F/H/X) (H/F),,94 - GENTILLY,2025-09-22T15:10:33.555Z,CDI,Selon le profil,business intelligence,"Infopro Digital, groupe B2B spécialisé dans l'information et la technologie, recherche actuellement un(e) Business Developer en CDI pour renforcer l'équipe de Toute La Franchise à Lyon.

Toute La Franchise est le site leader en France dédié à la mise en relation entre franchiseurs et futurs franchisés, avec plus de 3 700 réseaux référencés dans tous les secteurs d'activité. Forts de 20 ans d'expertise, l'entité propose les outils, conseils et actualités pour accompagner chaque porteur de projet vers la réussite en franchise.

Rejoignez Infopro Digital et devenez un acteur clé de notre équipe !

TOUTE LA FRANCHISE, filiale d'Infopro Digital, est un media web spécialisé dans la mise en relation entre franchiseurs et candidats à la franchise à travers des plateformes web. Elle permet à des franchiseurs, développeurs d'enseignes d'être vus et d'exposer leur marque sur le portail web  afin de capter l'intérêt de candidats entrepreneurs potentiels.

Grâce à quarante sites spécialisés et des partenariats de référence, TOUTE LA FRANCHISE, leader sur son marché, propose tous les outils et services permettant aux futurs franchisés de comprendre l'environnement de la franchise et de trouver simplement leur futur concept pour créer leur entreprise. 

 Le défi qui vous attend :

En tant que Business Developer, vous serez un acteur clé au sein de notre équipe commerciale.
Responsable du cycle de vente, vous déployez une stratégie intensive de prospection (téléphonique et physique)  et accompagnez les prospects dans la définition de leur besoin, votre force de persuasion vous permettra de les convaincre de la valeur ajoutée de nos solutions.  

Les missions qui vous attendent 

Vous serez responsable de :

 L'acquisition de nouveaux clients. Vous leur proposerez nos outils de référencement web et des campagnes digitales sur l'ensemble de l'offre media (display, emailing)

 Le suivi  et développement de vos clients tout au long de leur contrat : suivi des résultats, mise en place d'actions spécifiques, vente de produits complémentaires, renouvellement du contrat. Vous savez entretenir des relations de qualité avec les clients et les fidéliser

À propos de vous :

 Vous êtes issue(e) d'une formation commerciale Bac +2 minimum

 Vous justifiez d'une expérience confirmée acquise au sein d'un portefeuille B2B  (prospection, capacité de convaincre, convertir des appels en ventes), idéalement sur des outils digitaux

 Vous maîtrisez les techniques de présentation terrain et de vente au téléphone

 Vous nous apportez votre large culture web et une bonne sensibilité au marketing à la performance

 Idéalement, vous avez connaissance du secteur de la franchise

 Vous êtes ambitieux(se),  avez le goût de la réussite et de l'atteinte des objectifs

 Vous êtes autonome, vous savez évoluer dans une équipe à taille humaine, êtes force de proposition autour de l'offre commerciale et du produit, résolument dirigé(e) vers le client et la performance

Vous êtes un professionnel passionné à la recherche de nouvelles opportunités ? N'attendez plus et rejoignez la communauté de professionnels d'Infopro Digital !

Les avantages qui vous attendent :

 Un environnement propice au développement professionnel.

 Des formations dispensées par les experts d'Infopro Digital.

Nos fondations et valeurs :

Chez Infopro Digital, nous sommes guidés par des valeurs fondamentales telles que l'esprit entrepreneurial, la focalisation constante sur le client, la promotion de la diversité, la recherche d'un impact significatif et une culture de collaboration. En nous rejoignant, vous faites partie d'une communauté dynamique qui adopte ces valeurs au quotidien, façonnant l'avenir avec passion et engagement.

La diversité est l'une de nos valeurs fondamentales. Nous sommes convaincus que nos équipes, issues de tous horizons et dotées de parcours et d'expériences différents,"
france-travail-api,201CXHZ,https://candidat.francetravail.fr/offres/recherche/detail/201CXHZ,Intervenant scolaire en informatique (IA) (H/F),FUSION JEUNESSE,92 - Courbevoie,2025-12-03T19:42:01.922Z,CDD - 6 Mois,Horaire de 13.5 Euros,business intelligence,"Tu inities les élèves aux notions technologiques et à l'éthique appliquée à l'intelligence artificielle. À travers des activités hebdomadaires, tu dois guider les jeunes à l'élaboration d'une solution répondant à un enjeu pour améliorer le monde de demain. 
Pour cela, tu leur transmets le fonctionnement des cas d'utilisation de l'IA, tu leur apprends des outils de programmation simplifiées ou des langages avancés ainsi qu'à émuler des processus d'apprentissage machine. 
Tu les mènes à la réalisation d'une application mobile, d'un plan d'affaire et d'un site web. 

MODALITÉS
- Période : 13 janvier 2026 à fin juin 2026 ;
- Type de contrat : CDD temps partiel annualisé  (entre 6 et 10h/semaine); 
- Secteurs: Pantin, Bezons, Courbevoie ; 
- Rémunération : 13,50 € brut / mois ; 
- Mode de travail : 
- Pendant le temps scolaire : travail hybride : intervention en classe / télétravail ;
- Pendant les vacances scolaires : CP ou projet péri-scolaire ; 
- Planning: Lundis: réunion: 8h30-9h30 / Intervention en classe: jour et horaire pas encore connus

Formation d'intégration (en distanciel): 13 + 14 janvier 

MISSIONS SPÉCIFIQUES 
- Transmettre le vocabulaire lié à l'intelligence artificielle;
- Soutenir les équipes à travers l'utilisation d'outils de programmation simplifiée;
- Accompagner les jeunes à travers toutes les étapes de la création d'un plan d'affaires;
- Gérer les activités en lien avec les questions éthiques liées à l'IA, les mécanismes de fonctionnement de l'IA et les applications possibles de l'IA dans l'industrie et la société de demain. 

MISSIONS GÉNÉRALES
- Travailler en étroite collaboration avec le corps enseignant, l'administration de l'école et l'équipe de Fusion Jeunesse, afin de maximiser l'impact et la visibilité du projet dans l'école;
- Prendre des initiatives et faire preuve de créativité et d'adaptabilité afin de contribuer à l'exécution du projet et à son succès;
- Faire un suivi régulier avec la personne hiérarchiquement responsable;
- Superviser les jeunes et assurer leur sécurité;
- Représenter, au besoin, Fusion Jeunesse, auprès des partenaires;
- Produire des rapports et des documents administratifs et respecter les échéanciers;
- Aider à organiser et participer aux événements de fin d'année pour célébrer le succès des jeunes.

PROFIL
Scolarité
- Passionné ou diplômé dans le domaine des sciences et nouvelles technologies : informatique, développement web, ergonomie, programmation, intelligence artificielle, ou tout autre domaine connexe.

Expérience
- Expérience de travail et habiletés avec les jeunes du secondaire;
- Intérêt ou connaissance des concepts et applications de l'IA;
- Expérience avec au moins 1 langage de programmation (Python (Pygame), C++, C#, JavaScript)
- Expérience en UI/UX design.

Seront considérés comme des atouts
- Connaissance en entrepreneuriat (plan d'affaires, marketing, étude de marché, plan financier);
- Toute expérience avec les jeunes en difficulté d'apprentissage ou de comportement
- Bénévolat ou toute autre expérience concrète avec les jeunes (camp de jour ou de vacances, aide aux devoirs, etc.);
- Aptitude à organiser et animer des ateliers;
- Désir d'être un modèle pour les élèves et d'agir en tant qu'agente ou agent de changement social.

Langue
- Français parlé et écrit;

Logiciels
- Outils de création de mockup (UIzard) et de traitement d'images (Photoshop, Illustrator),
- Outils de présentation et de traitement de texte (Suite Office), 
- Outils permettant la création d'une application (MIT app inventor),
- Outils permettant l'apprentissage de la programmation (Bloc logiques, Python, HTLM/CSS),
- Outils d'apprentissage machine (Machine learning for kids). 

IMPORTANT
La vérification d'antécédents judiciaires est requise pour travailler avec une clientèle vulnérable. Cette vérification se fait lors de l'embauche."
france-travail-api,201RZGR,https://candidat.francetravail.fr/offres/recherche/detail/201RZGR,Consultant(e) power bi (H/F),STREAMLINK,92 - LEVALLOIS PERRET,2025-12-18T12:07:22.150Z,CDI,Mensuel de 4000.0 Euros à 4500.0 Euros sur 12.0 mois,business intelligence,"On recherche pour notre client un consultant (e) power bi azur 

Contexte

Dans le cadre du renforcement de ses équipes Data, notre client recherche un Consultant (e) Power BI & Azure confirmé capable d'intervenir en autonomie sur des projets décisionnels à forte valeur ajoutée, intégrant des pipelines de dodonnées sur Azure et des solutions de reporting Power BI à destination des métiers.
Missions

Recueillir et analyser les besoins métiers (KPI, pilotage, reporting)
Concevoir et maintenir des tableaux de bord Power BI performants et adaptés aux usages métiers.
Mettre en œuvre la modélisation des données (schémas en étoile, Data Marts).
Développer et maintenir des pipelines de données sur Azure (ingestion, transformation, orchestration).
Travailler sur des environnements Azure Data (Data Lake, Data Warehouse, Databricks ou équivalent).
Mettre en place la sécurité et la gouvernance Power BI (RLS, espaces de travail, Gateway, Power BI Service).
Participer à la mise en production, au suivi et à l'optimisation des performances.
Collaborer étroitement avec les équipes métiers et IT dans un contexte Agile.

Compétences requises
Obligatoires
Power BI confirmé :
Création de rapports et dashboards
DAX (niveau confirmé)
Row Level Security (RLS)

Power BI Service, Gateway

Azure confirmé :
Pipelines de données (Azure Data Factory ou équivalent)
Data Lake / Data Warehouse
SQL

Bonne maîtrise de Python et/ou PySpark appréciée
Expérience en environnement Agile

Atouts

Azure Databricks
CI/CD (Azure DevOps, Git)
Sensibilité à la qualité et à la gouvernance des données

Profil recherché

3 à 4 ans d'expérience maximum sur des projets Power BI et Azure
Bon relationnel et forte orientation métier"
france-travail-api,201NPXT,https://candidat.francetravail.fr/offres/recherche/detail/201NPXT,TALENTUEUX CONSULTANT BI / BIG DATA - BORDEAUX - (H/F),NEXT DECISION,33 - Bordeaux,2025-12-15T15:18:06.655Z,CDI,Annuel de 34000.0 Euros à 42000.0 Euros sur 12.0 mois,business intelligence,"TA MISSION :
Rattaché à notre agence de Bordeaux, tu apporteras ton expertise et ton énergie sur de super projets décisionnels et Big Data. Tu auras l'opportunité de travailler sur des technologies innovantes et des secteurs divers. Tu interviendras en Conseil, Réalisation, Expertise, Formation et Développement. Pas de routine chez nous !

TON PROFIL :
Tu justifies d'une expérience réussie en informatique décisionnelle. Tu connais ou désires travailler sur l'un des outils BI/Big Data, comme par exemple :

ETL / ELT : Talend DI, Semarchy xDI, MyReport Data, ...
Dataviz : Power BI, Qlik Sense, MyReport Builder, ...

Ce que tu ne veux pas :

Être un numéro pour tes commerciaux
Que tes managers ne regardent que leurs objectifs personnels
Que tes responsables connaissent mieux les terrains de golf que toi

Ce que tu aimerais :

Échanger avec tes collègues
Faire évoluer ton CV grâce à des formations et certifications (IBM, Oracle, Microsoft...)
Avoir des missions variées, à la pointe des nouveautés du marché auprès de Grands Groupes, PME & TPE
Gérer tes propres projets de A à Z
Avoir ta part des bénéfices de l'entreprise
Être managé par tes pairs qui font le même métier que toi au quotidien
Intégrer une société solide et pérenne avec une croissance à deux chiffres
Que la société pour laquelle tu travailles soit humaine et solidaire dans ses actions en s'investissant grâce à divers mécénats
Du fun et de la convivialité au sein de ton entreprise (une partie de baby foot, un petit verre ou un repas entre collègues ?)
Tu te reconnais dans nos valeurs ? Rencontrons-nous !

Chez Next Decision, nous mettons tout en œuvre pour que tous et toutes se sentent valorisés et libres d'être eux-mêmes au travail. Pour cela, nous cultivons la diversité : l'identité, l'orientation sexuelle,

L'identité, l'orientation sexuelle, la religion, l'origine ethnique, l'âge ou encore le handicap ne sont pas des sujets chez Next !

Plus tu es unique et toi-même, plus tu seras #NextCompatible et trouveras ta place au sein de la #NextTribu !"
france-travail-api,201NPSN,https://candidat.francetravail.fr/offres/recherche/detail/201NPSN,TALENTUEUX CONSULTANT DATA / BI - NANTES - (H/F),NEXT DECISION,44 - Nantes,2025-12-15T15:14:35.519Z,CDI,Annuel de 34000.0 Euros à 40000.0 Euros sur 12.0 mois,business intelligence,"TA MISSION :
Rattaché à notre agence Nantaise, tu apporteras ton expertise et ton énergie sur de super projets décisionnels et Big Data. Tu auras l'opportunité de travailler sur des technologies innovantes et des secteurs divers. Tu interviendras en Conseil, Réalisation, Expertise, Formation et Développement. Pas de routine chez nous !

TON PROFIL :
Tu justifies d'une expérience réussie en informatique décisionnelle. Tu connais ou désires travailler sur l'un des outils BI/Big Data, comme par exemple :

ETL / ELT : Talend DI, Semarchy xDI, MyReport Data, ...
Dataviz : Power BI, Qlik Sense, MyReport Builder, ...
Ce que tu ne veux pas :

Être un numéro pour tes commerciaux
Que tes managers ne regardent que leurs objectifs personnels
Que tes responsables connaissent mieux les terrains de golf que toi
Ce que tu aimerais :

Échanger avec tes collègues
Faire évoluer ton CV grâce à des formations et certifications (IBM, Oracle, Microsoft...)
Avoir des missions variées, à la pointe des nouveautés du marché auprès de Grands Groupes, PME & TPE
Gérer tes propres projets de A à Z
Avoir ta part des bénéfices de l'entreprise
Être managé par tes pairs qui font le même métier que toi au quotidien
Intégrer une société solide et pérenne avec une croissance à deux chiffres
Que la société pour laquelle tu travailles soit humaine et solidaire dans ses actions en s'investissant grâce à divers mécénats
Du fun et de la convivialité au sein de ton entreprise (une partie de baby foot, un petit verre ou un repas entre collègues ?)
Tu te reconnais dans nos valeurs ? Rencontrons-nous !
Chez Next Decision, nous mettons tout en œuvre pour que tous et toutes se sentent valorisés et libres d'être eux-mêmes au travail. Pour cela, nous cultivons la diversité : l'identité, l'orientation sexuelle, la religion, l'origine ethnique, l'âge ou encore le handicap ne sont pas des sujets chez Next !

Plus tu es unique et toi-même, plus tu seras #NextCompatible et trouveras ta place au sein de la #NextTribu !"
france-travail-api,201NJMS,https://candidat.francetravail.fr/offres/recherche/detail/201NJMS,Stage Consultant Hospitality  - F/H (H/F),RYDGE CONSEIL,92 - Courbevoie,2025-12-15T12:43:09.971Z,CDD - 6 Mois,compétitif,business intelligence,"Description du poste

En collaboration avec l'équipe Hospitality spécialisée sur le marché du Tourisme et de l'Hôtellerie 
 Votre mission, en tant que Stagiaire Consultant Hospitality  consiste à : 
* Réaliser des missions variées en conseil : études de marché/faisabilité, évaluations, diagnostics d'exploitation . 
* Assister l'équipe dans le cadre de processus de transaction, levées de fonds ou recherches d'opérateurs 
* Accompagner le développement commercial de l'équipe Hospitality : veille marché, préparation de pitch clients, réponses à des Appels d'Offres, etc. 
* Participer à la rédaction d'études sectorielles et de la publication annuelle « L'Industrie Hôtelière Française » 


Qualifications

Futur diplômé d'une école de commerce, d'un cycle universitaire, ou d'une école hôtelière, vous souhaitez vous investir auprès d'une équipe jeune et dynamique. 
Vous avez une bonne connaissance du secteur hôtelier ou du tourisme. 
Vous disposez de notions de contrôle de gestion et maîtrisez les principaux indicateurs de performance et ratios de gestion. 
Vous avez un bon relationnel, une appétence particulière pour les chiffres ainsi qu'une capacité d'adaptation remarquable. 
Rigoureux(se), organisé(e), vous disposez de bonnes capacités de synthèse et de communication. Vous aimez le travail en équipe, les challenges et faites preuve d'un excellent relationnel. 
Enfin, vous avez une excellente maîtrise d'Excel et de PPT, et un bon niveau d'anglais."
france-travail-api,200XLZS,https://candidat.francetravail.fr/offres/recherche/detail/200XLZS,"Responsable marketing , web et app (H/F)",TANTOR,38 - VILLEFONTAINE,2025-11-28T11:04:37.505Z,CDI,Annuel de 25500.0 Euros sur 12.0 mois,business intelligence,"1. Mission principale

Le IT Manager est responsable de la stratégie digitale, du développement technique des plateformes, du pilotage du marketing digital et de la gestion du parc informatique de l'entreprise.
Il assure l'évolution des sites internet, gère les développeurs, développe lui-même si nécessaire, supervise la communication digitale et garantit le bon fonctionnement des équipements informatiques internes.

2. Responsabilités et missions
A. Stratégie digitale & marketing

Élaborer les plans semestriels de communication digitale en lien avec les objectifs de l'entreprise.

Définir, mettre en place et analyser les stratégies de communication digitale.

Proposer et mettre en œuvre des innovations pour améliorer les sites et outils digitaux.

Piloter la stratégie SEO et optimiser la visibilité des plateformes.

Construire et suivre un plan stratégique de création et publication de contenus.

B. Gestion et évolution des sites web

Concevoir, développer, optimiser et maintenir les sites web de l'entreprise.

Gérer les achats de domaines, sous-domaines, hébergements et certificats SSL.

Assurer la sécurité, les performances, les sauvegardes et les mises à jour techniques.

Superviser les développeurs, prestataires externes, et réaliser des développements si besoin.

C. UX/UI Design

Concevoir des interfaces utilisateurs ergonomiques et modernes pour les outils internes et externes.

Réaliser des analyses UX et améliorer les parcours utilisateurs.

D. Développement & solutions internes

Développer des applications web internes : gestion des commandes, interventions, matériel, facturation, workflow, etc.

Déployer et maintenir les outils numériques utilisés par les équipes au bureau et sur chantier.

Assurer une amélioration continue des outils et automatisations internes.

E. Communication & réseaux sociaux

Gérer la présence de l'entreprise sur Facebook, Instagram et LinkedIn.

Créer et publier régulièrement du contenu.

Assurer la modération : réponses aux messages, commentaires, interactions.

F. Gestion de projet & coordination

Piloter les projets digitaux avec les méthodes agiles (Trello, Kanban).

Coordonner les développements, prioriser les demandes et planifier les évolutions.

Travailler avec les équipes administratives et opérationnelles pour intégrer leurs besoins.

G. Gestion du matériel informatique

Installer, configurer et paramétrer les postes informatiques, imprimantes, routeurs, scanners, tablettes, etc.

Assurer la maintenance préventive et corrective du matériel.

Gérer la sécurité informatique, les accès utilisateurs, les sauvegardes et les mises à jour.

Suivre l'inventaire du parc informatique et anticiper les besoins."
france-travail-api,7318663,https://candidat.francetravail.fr/offres/recherche/detail/7318663,Business Intelligence Analyst H/F,EGIS,78 - Guyancourt,2026-01-01T11:40:23.000Z,CDI,,business intelligence,"About Us
Egis est un groupe international de conseil, d'ingénierie de la construction et d'exploitation qui œuvre dans le monde entier pour des territoires plus équilibrés, plus durables et plus résilients.
Conseil et Exploitation
offre une continuité de services allant du conseil stratégique à l'exploitation en passant par l'ingénierie. Nous intervenons principalement dans le secteur des services de mobilité - autoroutes, transports publics, parkings - de l'aéronautique, de l'immobilier et de l'urbanisme. La gestion d'actifs est au cœur de notre activité, nous adoptons une vision à long terme dans tout ce que nous entreprenons. Conseil et Exploitation présente notamment la particularité d'exploiter 20 aéroports et 29 sociétés routières en France et à l'international.
Les systèmes d'information jouent un rôle clé dans nos opérations. Dans un environnement hétérogène et international, l'enjeu est de déployer, mutualiser et valoriser des solutions performantes.
About the Role
Nous recherchons un(e) 
Business Intelligence (BI) Analyst expérimenté(e)
pour rejoindre notre équipe dynamique à 
Guyancourt (France)
. À ce poste, vous concevrez, développerez et optimiserez les outils de reporting et de tableaux de bord afin de répondre aux besoins décisionnels des métiers. Vous modéliserez les données, automatiserez la production de rapports et accompagnerez les utilisateurs dans l'exploitation des données.
Les principales missions :
Recueillir et analyser les besoins métiers en matière de reporting et d'indicateurs de performance
Concevoir, développer et maintenir des tableaux de bord et rapports interactifs dans Power BI
Modéliser et structurer les données dans la plateforme Data du Groupe
Mettre en place et optimiser les processus d'alimentation et de transformation des données (ETL)
Garantir la qualité, la fiabilité et la cohérence des données utilisées
Former et accompagner les utilisateurs métiers sur les outils BI
Documenter les solutions mises en place et rédiger les procédures associées
Assurer une veille technologique sur les outils et méthodes BI
What do we need from you
Vous parlez parfaitement l'anglais. Vous évoluerez dans un environnement professionnel international qui exige la maitrise de l'anglais.
Vous êtes diplômé(e) d'une 
école d'ingénieurs
ou d'une 
université
(Bac+3 à Bac+5) avec une 
spécialisation en informatique
.
Vous avez un minimum de 
2 ans d'expérience
en tant que Business Intelligence Analyst ou sur un poste équivalent.
Expérience en gestion de projets BI et en interaction avec les métiers
Solides connaissances en SQL et en modélisation de données
Connaissance des processus ETL et des bases de données relationnelles
Maîtrise de Power BI
Connaissance de l'environnement cloud Azure appréciée
Esprit d'analyse, rigueur et sens du service client
Bonnes capacités de communication et de vulgarisation
Contrat : CDI"
france-travail-api,7079899,https://candidat.francetravail.fr/offres/recherche/detail/7079899,Consultant / Consultante décisionnel - Business Intelligence (H/F)," HETIC 3
                ",69 - Dardilly,2025-12-25T06:01:05.000Z,CDI,Annuel de 55000.0 Euros à 75000.0 Euros,business intelligence," Hetic 3

-Fait partie du Groupe Plénitude : 400 collaborateurs, 20 agences en France

-Premier partenaire Infor Gold depuis 2006

-Une équipe experte, humaine et engagée

-Des projets variés dans des secteurs dynamiques



Missions

-Recueillir, comprendre, analyser les besoins clients

-Proposer et mettre en oeuvre la solution M3 Finance

-Assurer la réalisation des livrables dans le respect des délais, du budget et de la qualité définie par le projet

-Accompagnement des clients : formation, phase de recettes…

-Vous travaillerez sur des projets stratégiques dans des secteurs dynamiques etdiversifiés (industrie, fashion...)
Profil recherché

-Vous avez une expérience métier de la finance réussie

-Une connaissance de M3 et ERP similaires, en tant qu’utilisateur clé et/ou consultant est un plus

-Vous êtes Responsable, Autonome, Constructif et Curieux

-Vous avez un bon relationnel et êtes à l’écoute du client

-Vous parlez un anglais opérationnel

-Interventions régulières chez nos clients

-Nous travaillons toujours en équipe, sur des projets à enjeux. Nous sommes attentifsà la dimension humaine dans la relation client et au sein de l’entreprise.

-Vous aimez les challenges et êtes pro-actif



Rémunération

Entre 55K€ et 75K€/an selon profil 
            "
france-travail-api,6774895,https://candidat.francetravail.fr/offres/recherche/detail/6774895,Business Intelligence Analyste sur SAP H/F (CDD),TALENTS SUPPLY,95 - Argenteuil,2025-12-18T11:47:46.000Z,CDD - 6 Mois,,business intelligence,"Nous recherchons un Business Intelligence Analyste Supply Chain sur SAP, poste basé à Argenteuil, vos principales responsabilités :



Contribuer au développement et à l'amélioration de l'activité en Europe. Il/elle comprend les enjeux stratégiques et opérationnels, identifie les données pertinentes et réalise les analyses nécessaires pour soutenir la stratégie d'amélioration continue.



1. Business IntelligenceComprendre les contraintes métiers et les processus afin d'extraire les données nécessaires (SAP, etc.) pour produire des analyses pertinentes.Analyser les données pour répondre aux exigences stratégiques et accompagner les plans d'action face aux éventuelles défaillances de processus.Synthétiser les résultats et formuler des recommandations à destination de la direction pour la prise de décision.2. Création et mise à jour du reportingCentraliser les besoins en reporting des différents métiers de la BU Parts.Élaborer des maquettes à partir de requêtes simples (SAP, Business Objects, Power BI...).Coordonner le développement technique avec les fonctions supports concernées.Organiser et fiabiliser le processus de reporting périodique pour optimiser le pilotage des activités.3. Projets et initiatives diversesAgir en tant qu'utilisateur clé pour le projet d'outil de reporting Power BI.Être référent(e) clé dans le cadre du projet S/4HANA pour le reporting transversal à tous les métiers.Formation :

Bac +4/5 (École d'ingénieurs, École de commerce, Master en Data Analytics, Statistiques, ou équivalent).Expérience :

3 à 5 ans minimum dans un rôle similaire en Business Intelligence, Data Analysis ou contrôle de gestion analytique, idéalement dans un environnement industriel ou logistique international.Compétences techniques :

Maîtrise des outils de reporting et d'analyse : SAP (ECC6 ou S/4HANA), Business Objects, Power BI.Connaissances en codage (Python, SQL ou équivalent, Syncron Inventory) est un plus.Solides compétences en analyse de données, synthèse et visualisation.Compréhension des processus métiers : Procure-to-Pay, Order-to-Cash, Pricing, Planning.La connaissance des solutions Syncron Inventory est un plus.Compétences comportementales :

Esprit analytique et rigueur méthodologique.Capacité à comprendre les besoins métiers et à traduire ces besoins en solutions data.Maîtrise de l'anglais professionnel, à l'écrit comme à l'oral.Compétences en leadership et travail collaboratif au sein d'une équipe.Excellente capacité de résolution de problèmes."
france-travail-api,6653980,https://candidat.francetravail.fr/offres/recherche/detail/6653980,Développeur / Développeuse décisionnel - Business Intelligence (H/F),,67 - Strasbourg,2025-12-16T15:37:45.000Z,Intérim - 6 Mois,Annuel de 35000.0 Euros,business intelligence,"Description du poste :
La mission consiste à intervenir sur des projets stratégiques liés à la gestion et l'exploitation des bases de données et des flux ETL.
Vous serez en interaction directe avec les équipes projet et production.
Vos fonctions seront :
Développer et livrer des composants BDD et des scripts Shell.
Assurer l'intégration et l'exploitation des flux ETL (Datastage, PowerCenter Informatica).
Gérer les bases de données PostgreSQL et Oracle.
Participer aux phases de qualification, VABF, pré-production et production.
Collaborer avec les équipes techniques et métiers pour garantir la qualité des livrables.
Le poste est à pourvoir dans le cadre d'une longue mission et le salaire peut être négocié selon votre expérience.
Description du profil :
De formation Bac+2 à BAC+5, vous justifiez d'une expérience significative dans des environnements de production et d'intégration
Rigoureux et doté d'un bon sens du service, vous aimez travailler en équipe et vous savez communiquer efficacement.
Les compétences techniques attendues sont sur :
Scripting Shell (Linux/Unix).
Les bases de données : PostgreSQL, Oracle.
ETL : Datastage, PowerCenter Informatica.
Une connaissance sur Databiz, Business Objects (BO) sont un plus."
france-travail-api,6497944,https://candidat.francetravail.fr/offres/recherche/detail/6497944,Développeur / Développeuse décisionnel - Business Intelligence (H/F),,92 - Hauts-de-Seine,2025-12-11T08:52:09.000Z,CDI,,business intelligence,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Sopra Steria recherche actuellement des profils :
Description de l'entreprise
Sopra Steria , acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d'activité et des technologies à une approche collaborative. Sopra Steria place l'humain au cœur de son action et s'engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d'affaires de 5,8 milliards d'euros.
The world is how we shape it*
Description du poste
Au sein d'un projet pour un grand acteur du monde de la finance, vous êtes pleinement impliqué(e) dans toutes les phases de nos projets contribuant ainsi à leur succès.
Vous avez l'occasion de développer vos compétences techniques et fonctionnelles de manière approfondie, tout en travaillant sur des projets exigeants et passionnants pour le compte de grands clients du secteur bancaire.
Vous souhaitez développer de nouvelles compétences dans le monde de la Data ?
C'est tentant non ? Alors embarquez pour une nouvelle aventure professionnelle !
Vos missions :
Rattaché(e) à la division « Services Financiers», vous évoluez dans un environnement challengeant et convivial, entouré(e) de passionnés dotés d'expertises dans leurs domaines.
En tant qu'Ingénieur BI/SQL, vous évoluez sur des projets IT à forte valeur ajoutée dans la conception, l'évolution et l'optimisation de systèmes de gestion de données.
Vos activités principales sont les suivantes :***Vous concevez et optimisez des requêtes SQL de complexité variée pour garantir la qualité et la rapidité des traitements.
* Vous développez et maintenez des procédures stockées robustes, essentielles à aux flux de données et aux applications.
* Vous collaborez avec les équipes métiers et techniques pour transformer les besoins en solutions efficaces et évolutives.
Qualifications
Diplômé(e) d'une formation supérieure en informatique type Bac + 5 (école ingénieur, université ou équivalent), vous avez déjà acquis une expérience en business intelligence.
Vous avez au moins les compétences requises suivantes :***Solides compétences sur le langage SQL et les procédures stockées (des compétences T-SQL seraient appréciées
* Connaissance de l'outil Git
* Autonomie, adaptabilité et bonne communication
Les compétences ci-dessous sont souhaitables :***SQL Server 2019 et connaissances de l'ETL SSIS
* L'ordonnanceur Air Flow
* DacPac
Informations supplémentaires
* Un accord télétravail pour télétravailler jusqu'à 2 jours par semaine selon vos missions.
* Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d'intéressement, des primes vacances et cooptation.
* Des opportunités de carrières multiples : plus de 30 familles de métiers, autant de passerelles à imaginer ensemble.
* Plusieurs centaines de formations accessibles en toute autonomie avec Sopra Steria Academy.
* L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore.).
N'hésitez plus et rejoignez-nous !
Employeur inclusif et engagé, notre société œuvre chaque jour pour lutter contre toute forme de discrimination et favoriser un environnement de travail respectueux. C'est pourquoi, attachés à la mixité et à la diversité, nous encourageons toutes les candidatures et tous les profils.***"
